Date,Open,High,Low,Close,Change %
09-10-2001,1085.8,1096.9,1073.2,1092.5,0.62%
17-09-2001,1092.5,1092.5,1037.5,1038.8,-4.92%
18-09-2001,1038.8,1046.4,1029.2,1032.7,-0.59%
19-09-2001,1032.7,1038.9,984.6,1016.1,-1.61%
20-09-2001,1016.1,1016.1,984.5,984.5,-3.11%
21-09-2001,984.5,984.5,944.8,965.8,-1.90%
24-09-2001,965.8,1008.4,965.8,1003.5,3.90%
25-09-2001,1003.5,1017.1,998.3,1012.3,0.88%
26-09-2001,1012.3,1020.3,1002.6,1007,-0.52%
27-09-2001,1007,1018.9,998.2,1018.6,1.15%
28-09-2001,1028.5,1040.9,1018.6,1040.9,2.19%
10-01-2001,1037.9,1040.9,1026.8,1038.5,-0.23%
10-02-2001,1037.6,1051.3,1034.5,1051.3,1.23%
10-03-2001,1042.9,1075.4,1041.5,1072.3,2.00%
10-04-2001,1072.3,1084.1,1067.8,1069.6,-0.25%
